key,image,label,sentence
1_S11E19_143,1_S11E19_143_u,1.0,"  Okay, that ought to do it. I've replaced the propeller and reattached the gimbal controller unit. Dude, you're like Grey's Anatomy for robots. Also, why isn't that a show? I just need to see if I can re-sync the controls to this old remote. We should name it. The drone or your stupid robot show"
2_419,2_419_u,0.0,"  Look, Pheebs, I just, I wanna apologize for, for saying that your method was stupid and-and maybe ask you to be my teacher again. And-and I promise, I won't touch a guitar until you say I'm ready. You really think I'm ready? Uh-huh!"
1_S12E22_211,1_S12E22_211_u,1.0,"  Yeah, I know. I'm flying out tomorrow. I'm gonna surprise her with a ring. You already have a ring? Well, it's the same one as before. I thought you gave it to her the first time you got engaged? I did, but I took it back. So, you're an Indian giver?"
1_467,1_467_u,0.0,"  When I was a little boy and got sick, which was most of the time, my mother would read it to me. It's about an Indian princess who befriends a monkey who was mocked by all the other monkeys because he was different. For some reason, I related to it quite strongly. I know the reason. We all know the reason. Sheldon, what are you getting at? That woman looks exactly like the pictures of Princess Panchali in the book. How often does one see a beloved fictional character come to life?"
1_S10E04_158,1_S10E04_158_u,0.0,  You've been roommates with Sheldon forever. Do you have any advice? I'm trying to think of an answer
1_S12E02_358,1_S12E02_358_u,1.0,"  Oh. Look what Halley drew. Yeah, she made it at daycare. It's pretty good, huh? Is it? Wow. Gentile moms are tough."
1_S12E07_005,1_S12E07_005_u,0.0,"  Oh, this is amazing. I wish I had a playhouse like this when I was a kid. Really? You never had a playhouse? No. I mean, my dad did buy the house next door for us to play in. I'm gonna hook up the garden hose, so it has running water."
1_9993,1_9993_u,1.0,"  You're all inside it, and we hurtle through the very fabric of time. (electronic sound effects playing) And welcome to 20 years in the future. Hey, you guys just time-traveled.
Stop looking so bored. Well, my beer isn't flat and my rack's not saggy. So far, the future's great."
1_S12E04_276,1_S12E04_276_u,0.0,"  This place is amazing. I can't believe you got us in here. Well, it's kind of my job. Usually I get tipped for it, but I'll leave that up to you. (giggles) Look, I think that's LeBron over there. James? No, LeBron Kershenbaum. So, what do you want to know?"
1_5751,1_5751_u,0.0,"  What the hell is wrong with you?! Well...
You were always so nice to me, I thought maybe you liked me. I'm nice to everyone! I'm sorry. Damn right, you're sorry! And you tell Howard there's never been anything between us! I will. Hey, Bernadette? What?! Do you think I have a shot with Penny? Of course you do. You're a cutie pie! Any girl would be lucky to have you!"
1_S11E07_161,1_S11E07_161_u,1.0,"  I'm working with Bert, but I don't want anyone to find out. Well, you just told me, so strong start. Penny, this is serious. My reputation is on the line. What are people gonna think when they see us collaborating? I don't know. Poor Bert?"
1_S12E01_268,1_S12E01_268_u,1.0,"  (clears throat) ""Dear Dr. Tyson, ""much like epithelial tissue, it appears I've gotten under your skin."" iPhone drop, but I won't 'cause I don't have AppleCare. (phone chimes) What'd he say? ""Nice try, genius. The skin is epithelial tissue."" Oh, it's on. He's Katy, I'm T-Swift. (clears throat) What are you gonna do? He's from another country."
1_S11E02_127,1_S11E02_127_u,0.0,"  You ready for lunch? Oh, one second. Ooh, someone's got a lot of fancy new lab equipment. I know. The university has been throwing money at my study. With any luck, there'll be a brain disease with my name on it. Fingers crossed."
1_5109,1_5109_u,0.0,"  That's very nice of you, but I made other plans. Well, just keep in mind that should you ever need a slightly apathetic tertiary friend, I stand at the ready. Hi, Howard. Hi, Sheldon. Hello. Hey. Why are you holding hands? I forbid you to hold hands. Rajesh, you know Leonard and I spent the night together. Yeah, but you were just sleeping, because I forboded you to have sex."
2_73,2_73_u,1.0,"  Okay, I am officially unpacked. Thanks for helping me man. Joey? Oh my god, you almost gave me a heart attack!"
1_S11E10_461,1_S11E10_461_u,0.0,"  If there is life beneath the surface of these planets, how would we even detect it? Uh, that's a complicated question. Let me start with a simpler one. Can I buy you a coffee? A-Also a complicated question. (chuckles nervously) Because I want to say yes, but if I drink coffee this late, then I'll be up all night. Decaf, genius. (clears throat)"
1_S11E08_113,1_S11E08_113_u,0.0,"  Hey. Hi. Hey, what are you two doing here? RUCHI: We won't stay long. I just wanted to drop something off from me and the girls at work. None of the girls at work like me enough to get me a gift. Okay, so you'll know why everyone at the office has the same handwriting. I really appreciate the thought, but it's not necessary. I'll be back soon. Don't worry about work. You take all the time you need. Yeah, just turn off your brain and let your uterus do its magic."
1_S12E04_040,1_S12E04_040_u,1.0,"  So, are you actually engaged to this woman you just met? Yeah. Tell us the truth. Did she get you pregnant?"
1_S12E15_420,1_S12E15_420_u,1.0,"  All right, everyone's suited up. Let's head out to the tarmac! Actually, one second. Howie, I don't think I should do this. Really? Well, I did not see that coming."
1_S10E12_115,1_S10E12_115_u,1.0,"  What, so... You thought I was going to be alone for the rest of my life? No! Just for the middle part. Cause at the end I assumed there'd be nurses."
1_S09E21_255,1_S09E21_255_u,1.0,"  So what the hell happened? Oh, I just ran out of patience with sheldon's nonsense. Tell me about it. I've had it with raj, too. You know, like women, men have a monthly hormone cycle. Dips in testosterone can cause irritability. Interesting. Maybe my male cycle synced up with raj's actual period."
1_S12E07_060,1_S12E07_060_u,1.0,"  (knocks) President Siebert, you wanted to see me? Hey. There's my guy! You sound like my wife just before she asked me to go to Coachella."
2_114,2_114_u,1.0,"  Man, I sure miss Julie Spanish midgets wrestling Julie! Okay yes I see how they got there."
1_S11E04_005,1_S11E04_005_u,0.0,"  It feels like it wasn't that long ago we were here doing this for Halley. Cause it wasn't. Which reminds me, before we leave, let's get you a vasectomy. Oh, that's sweet, but today is all about you."
1_9003,1_9003_u,0.0,"  I guess they really do read their mail. Hey, isn't that Professor Proton? Oh, yeah. Look at him, just standing in line like he wasn't moderately famous 30 years ago. - Let's go say hello. - Oh, maybe we shouldn't bother him. I'm not going to bother him, I'm going to talk to him."
1_5786,1_5786_u,0.0,"  What are you doing? Oh, uh, Priya's calling in a few minutes on Skype, and we are gonna have a dinner date. It's 8:00 in the morning in Mumbai. 
How can she have dinner? Fine, whatever. 
Priya will be having breakfast. All right, so technically it's not a dinner date. I suppose you could call it a, uh, dinfast date. But if you did, you'd open yourself to peer-based mocking, such as, ""Hey, Leonard, how was your dinfast with Priya last night?"""
2_270,2_270_u,0.0,  Where'd you get fruit at four in the morning? Went down to the docks. Bet ya didn't know you could get it wholesale. I didn't know there were docks. Hey.
1_S12E03_118,1_S12E03_118_u,1.0,"  Sure, uh, next question. ""How are you with pets?"" Well, I did take care of Sheldon for 15 years, and he only bite me once"
1_1466,1_1466_u,1.0,"  Excuse me, Dr. Cooper. I'm Kathy O'Brien. I just finished reading your paper reconciling the black hole information paradox with your theory of string-network condensates, and it just took my breath away. Maybe when I publish it, I'll include an inhaler."
2_381,2_381_u,1.0,  [nodding] - Was that sarcasm? Noo..
1_S10E17_287,1_S10E17_287_u,1.0,"  Stay, I'll get her. Appreciate it. That's fine. She and I can cry together. He's such a sweetie. I know, I wish there was some way we could help him. If he could find a girl with a good job, all his problems would be over. Yeah, that's working out great for me."
1_S10E02_101,1_S10E02_101_u,1.0,"  You know, maybe before our meeting we should talk to a lawyer. That's not a bad idea. Well, you must have someone in your family that's a lawyer. Why? Because I'm Jewish? That's like me saying, ""Hey, you're Indian. Doesn't your cousin work in a call center?"""
1_11723,1_11723_u,0.0,"  Oh... then I choose a janitor.
'Cause I'm about to throw up. I'm in love.
Let's do something else. Ooh, uh, Emily gets off work soon.
Why don't the four of us go out? Okay. Sounds good. Should we call Howard and Bernadette? I don't know what time their plane gets in, but let me, let me shoot them a text. Did he say anything about the funeral? Not much, but he seemed to be in a pretty good place."
2_250,2_250_u,1.0,"  David who? David the scientist guy, David that I was in love with, David who went to Russia and broke my heart David! Oh my God! Oh, you say someone's name enough, they turn around."
2_377,2_377_u,1.0,"  Oh Mommy, Oh Daddy, I am a big ol Baddy. I guess he must have gotten the part in the play. Yeah either that or gloria estefan was right eventually the rhythm is going to get you"
1_S12E07_424,1_S12E07_424_u,0.0,"  Seriously, Leonard, you didn't pick my project? I'm sorry, Raj. - Did you go with Crow Lady? - No. You gave the money to Kripke? I did not. Wait, I'm confused. I thought there were only three projects in contention. There were. But, at the last minute, someone submitted an application for a pretty cool europium-doped laser, and they made a very compelling case. What was the case?"
1_2354,1_2354_u,1.0,"  They're here. Stay calm. We don't know anything about them yet. What are you doing? I'm checking for musical instruments. Does that sound like castanets to you? The box says ""kitchen."" So? Do cocaine smugglers write ""cocaine"" on the box?"
2_602,2_602_u,0.0,  You wanna hear something that sucks. Do I ever. Chris says they're closing down the bar. No way!
1_S11E03_250,1_S11E03_250_u,0.0,"  This picture of Galactus eating a planet looks like my preggo wife destroying a coffee cake. (laughing): Oh, yeah, I see it. I'm just saying, you should bow out. Why should I bow out?"
2_251,2_251_u,0.0,"  Oh you've got to be kidding me. What? As a wedding gift to you, the hotel would like to give you the honeymoon suite. No!! You have been screwing us all day!"
1_S10E10_376,1_S10E10_376_u,0.0,"  I have to admit, leaving you to move in with Amy has been harder than I thought it would be. Well, for me, too. It's not the same with you gone."
1_11697,1_11697_u,1.0,"  Can you please just let it go? Oh, I can help you with that. Imagine you're holding an ordinary pen. While your favorite pen is safe and secure in your pocket. Hold that thought. Hello? How can I make this up to you? The answer's in this puzzle box. Let's see if you can open it."
3_S04E05_313,3_S04E05_313_u,1.0,"  I am so fucked. This girl is gonna kill me or get me killed. Do tell. So, she's super attractive, and she's super smart, and she's way into me,like way more than a normal person should be. And sex! There's so much sex! The problem is the part after. When you have to apologise"
1_S12E04_102,1_S12E04_102_u,0.0,"  I still can't believe Sheldon had a best friend we've never heard about. Ooh, somebody's jealous. - I'm not jealous. - Leonard, this is a safe space-- it's okay to be vulnerable."
2_102,2_102_u,1.0,  Honey you alright? I'll be fine Is this about Arnie? No Blanche she is upset because they keep changing the taste of coke.
2_225,2_225_u,0.0,"  Really, I, no, I think girls night out is a great idea. Okay, okay, bye So what are they doing? I don't know, something girlie."
1_3476,1_3476_u,0.0,  My new computer came with Windows 7. Windows 7 is much more user friendly than Windows Vista. I don't like that. Don't you think looking for a new city to live in is a bit of an overreaction?
1_S12E03_101,1_S12E03_101_u,1.0,"  He sent us that Indian marriage questionnaire. Ooh, read one.Okay. ""How religious are you?"" That'’s easy, both of us: not at all. No, I wouldn'’t say not at all. I mean, I am pretty spiritual. I do go to yoga, so... Great, so your church is Our Lady of the Stretchy Pants."
1_S12E18_159,1_S12E18_159_u,1.0,"  Hey. Kids asleep? Nope. I've been trying to get them down for hours. Apparently, Halley's afraid of the dark now and I can't turn on the night-light cause it makes Michael cry. Why doesn't he like the night-light? Jot that down, we can ask him as soon as he learns to speak. We can also find out what's so damn funny about birds. I'll go talk to her. I don't know why she's suddenly so afraid of everything. Honey, remember, she's my child, too."
1_S10E04_177,1_S10E04_177_u,0.0,"  you and I are gonna be sharing a bed. You know, this is uncharted territory for both of us. How are you feeling about that? Oh, excited, concerned, a little scared. All the same emotions"
2_570,2_570_u,0.0,"  Hey Ross I was wondering. Oh my god, where are all the men?"
1_S12E17_336,1_S12E17_336_u,1.0,"  I think these guys need to get some food. By pushing a lever at the end of an obstacle course that we design? No, by opening the door to a hangar and letting the airplane fly in."
1_S12E22_066,1_S12E22_066_u,1.0,"  How come we never eat in the dining room? Oh, that's for company. What am I? Apparently, a guy who wants to have his feelings hurt."
1_S11E22_149,1_S11E22_149_u,1.0,"  Yeah, you-you just have to be patient. But what if while I'm being patient, someone more relentless than me badgers their university into giving them money? If there's someone more relentless than you, I'd like to meet them."
1_11526,1_11526_u,0.0,"  If I were going to Hawaii, I'd spend all my time at the Keck Observatory.
Did you know that the telescopes there have better resolution than the Hubble? Really?
Want to go to Hawaii? Ladies?
Ladies...
Ladies? Come in. Ladies. What's up? As you may know, I've been experimenting with elevated anxiety levels, and I thought, what better way to increase my discomfort than to subject myself to an evening of tasteless uncensored crotch talk?"
3_S02E01_050,3_S02E01_050_u,1.0,"  I love it. So what do you two do at Pied Piper? I'm the CTO.  Ha ha, he's joking. I'm the CTO. Fuck you, I'm joking. Okay, how could you be the Chief Technology Officer? I get it. You hear the word ""chief,"" and you think ""Indian Chief."" but you're the other kind of Indian."
2_223,2_223_u,1.0,"  Hey who is this Casey? Oh some guy she met in the movies Oh really? What does he want with her? I guess he wants to do a little dance, you know, make a little love. Well pretty much get down to that."
1_S12E02_385,1_S12E02_385_u,1.0,"  Look, it's only a spray tan. It'll fade in a couple days. Why don't you cancel the date and reschedule? Oh, but I was really looking forward to tonight. You know what? Then go. Tell her what happened. - Maybe she'll be flattered.  And if not, swing by the chocolate factory and see if they're hiring."
1_12275,1_12275_u,0.0,"  I don't want to rush you, but I'm closing a little early tonight. Ooh. Hot date? Uh, no. I overheard Bernadette tell Howard she was making him a meat loaf, and you don't have to not ask me twice."
1_S10E21_151,1_S10E21_151_u,1.0,"  Can't believe Bert has a girlfriend and I don't. I thought you were taking a break from women to focus on your career. Oh, grow up. Don't you have any friends he can date? Hey, I already set up Howard and Bernadette. It's your turn to ruin some poor girl's life."
1_S12E05_110,1_S12E05_110_u,1.0,"  Oh, Sheldon. Didn't see you there. What's up? Well, uh, he was excited to talk science with Amy, but she was working late, so he decided to come over and share it with me. With me, Leonard. With me. Sheldon, we've talked about this. You can't go around boring other people's wives. Yeah. I already got a man for that."
1_S10E07_267,1_S10E07_267_u,0.0,  Why did you tell Howard I was hiding Leonard's things? One sec. Why did you tell Leonard I told you Penny was hiding his things?! It just came up because we-we were talking about secrets and...
1_11378,1_11378_u,1.0,"  Okay. On the count of three, I'll shoot the fire extinguisher and get him airborne. Howard, you wave the blanket and guide him towards the exit. Raj, you hold open the curtain so he can fly out. Are you sure a dummy like me can handle something as complicated as a blanket?"
1_S11E08_351,1_S11E08_351_u,0.0,"  So what do you think? Can you make it work? Uh, I just need to use the cross section to calculate the probability of the interaction. Can we help? Yes. Why don't you run get me a can of Pringles."
2_232,2_232_u,0.0,"  Oh, I'll go out and get you some. Really?! Nope! Because I'm not your boyfriend. Hey Pheebs, how did it go? Well, umm, my Mom's friend, Phoebe, is actually my birth Mom."
1_1678,1_1678_u,0.0,  Can you open this for me? Can I see your stitches? Sure. Answering the question once and for all why Wolowitz bailed out of medical school.
1_7661,1_7661_u,0.0,"  There it is again.
Do you kiss your mother with that mouth? Oh, well, I'm sorry for your loss.
- Oh! - Good night, sir. Unbelievable.
He says Wolowitz deserves my spot because he's a high-profile asset to the university. Well, he's not wrong.
Howard did go to the International Space Station. Yeah, that was five weeks ago. How much longer is he gonna milk that cow?"
2_299,2_299_u,0.0,"  One ticket to Yemen? Oh no-no-no, no. No, no, no, I just, I just need a pretend ticket. I'm sorry sir, I don't understand. What would you give to a kid if he wanted a ticket to play with?"
1_11736,1_11736_u,0.0,"  Mr. and Mrs. Wolowitz? As far as I can tell, your bag arrived in Los Angeles. So, where is it? I don't know, perhaps somebody took it off the carousel by mistake?"
1_1262,1_1262_u,0.0,"  Leonard, this is Tom. Hi, Tom. Sheldon? Didn't I explain to you about your little mistake in the cafeteria? You were very clear. As was everyone else at the table."
2_443,2_443_u,1.0,"  Why wouldn't I be married when I am forty? Oh no no no, I just meant hypothetically Ok , hypothetically, why won't I be married when I am forty? No No, what is it? Is there something fundamentally unmarriable about me? Dear god, this parachute is a knapsack"
1_8136,1_8136_u,1.0,"  It's nice that all the people who are lonely on Valentine's Day can come here tonight and be together. Yeah, I'm really looking forward to it. In fact, there's no place I would rather be than here."
1_S10E18_323,1_S10E18_323_u,1.0,"  I'm sorry, guys. Sheldon was upset, Leonard and Penny were fighting. I just wanted to go someplace where I wasn't causing problems. (sighs) I'll say it again. India."
1_4967,1_4967_u,1.0,"  Are you guys doing okay? Leonard and I are fine, but I think Raj needs to meet a girl really soon. Well, that shouldn't be too hard. He's such a cutie. Thank you, but ""cute"" is for bunnies. I want to be something with sex appeal, like... like a labradoodle.
 Labradoodle? We might be starting to zero in on your problem."
2_389,2_389_u,1.0,  Okay done Whats pleh? ThatÕs Help spelled backwards so that helicopters can read it from the air. Huh! Whats dufus speled backwards?
1_S09E20_029,1_S09E20_029_u,1.0,"  Why are you pretending to be outdoors? You hate it. Hmm? Oh. Amy showed me a compelling study That demonstrated the cognitive benefit Of spending time in the wilderness. Buddy, I am ready to drive you Into the wilderness any time you want and leave you there. Well, make your jokes, but some of the participants Who spent four days in the woods away from all technology Reported a 50% gain in reasoning skills upon their return. Okay, if that's true, why aren't there more genius squirrels? You may need this more than I do."
1_S11E20_332,1_S11E20_332_u,1.0,"  Oh, uh, Sheldon's getting married in a month. Oh! Congratulations. Yeah, I'm a married man myself. Oh, really? Is she here? And alive?"
1_8185,1_8185_u,0.0,"  The surf and turf sounds good.
See if they corn on the cob. Guys!
We're trying to get him out of here, not you in. You're wasting your time.
Just please, leave me alone. Now what? I don't know. We could go to Red Lobster and talk about it. We're all thinking it. I just had the decency to wait for him to leave."
1_S12E08_258,1_S12E08_258_u,1.0,"  Voilà. Darn it. It's okay. Here, let me show you again. It's like you're actually magic. You can do that but you still can't get my bra off."
2_263,2_263_u,0.0,"  You guys make a Yeah, we look great together. we really do Okay. Wow! Imagine what our kids would look like!"
2_230,2_230_u,0.0,"  Okay, Mr. Heckles, we'll try to keep it down. Thank you. I'm going to rejoin my dinner party. All right, bye-bye. Okay, Janice. Janice. You gotta give me Janice. That wasn't about being picky."
3_S02E04_162,3_S02E04_162_u,0.0,"  Uh, Dinesh, Gilfoyle, this is someone you guys recommended I contact, Carla Walton? Yeah, we hung out with her a bunch at the last S.F. vid/tech meet-up. Her code is fucking great. She was head of engineering at Earcast? She was engineering at Earcast. She pulled that whole system on her own. You know what else excites me here? There's a distinct over-representation of men in this company. Look around. I think it would behoove us to prioritize hiring a woman. I disagree, OJ. We should hire the best person for the job, period."
2_351,2_351_u,1.0,"  Now PERSON is depressed Rose. Do you think she is depressed about Rebecca No Rose, she is depressed because Marvel had manners on only once a week"
1_S12E03_449,1_S12E03_449_u,0.0,"  Are you gonna tell me where we'’re going? Because if it has the words ""farmers"" or ""market"" in it, I don'’t want to go. You were talking about all the things you thought you would never have, so I thought I would get you one. Oh, my God. You bought me the Batmobile?!"
3_S03E02_062,3_S03E02_062_u,0.0,"  So, why don't I show you guys your new home? Hopefully, it lives up to your standards. Gilfoyle: Yeah, compared to the shit shack we're used to, anything's an improvement."
1_S09E05_213,1_S09E05_213_u,0.0,"  Sheldon, instead of focusing on Amy dating other guys, maybe you should start thinking about dating another girl. That's ridiculous. Why? You never thought you'd end up in a relationship, and then you met Amy. Maybe there's someone else out there for you."
3_S01E03_249,3_S01E03_249_u,1.0,"  - Where's ERLICH? - He's outside with the intern. - What intern? - You got interns? We might as well have interns, we hire illegal aliens."
1_8217,1_8217_u,0.0,"  There are many things seriously wrong with me. And not quirks, either.
Like... diagnosable psychological problems. Maybe brain damage. Well, how do I know you're not just saying that? Go out with me on one date, and I promise you, you'll see."
2_434,2_434_u,1.0,  You guys can pee standing up. We can? Ok I am trying that.
1_S11E05_005,1_S11E05_005_u,0.0,"  Thanks for letting me put Halley in your room. Yeah, no problem. Oh, and, Penny, she kinda threw up on your stuffed bear. Oh, that's okay. Hey. Tha-That's an Ewok and it's mine. Yeah, which is why it's okay."
2_462,2_462_u,1.0,"  Oh I am so nervous. Have you ever given an eulogy? You mean at a funeral? No Rose, at a pie eating contest."
1_10810,1_10810_u,0.0,"  For starters, they shed and bite. Hey, here's a thought.
Why don't we put up the rest of the money that Stuart needs? So, we'd be, like, owners of a comic book store? It's kind of a dream come true. That does sound fun. Ooh, maybe we could come up with a business plan to compete with this place. I'll give you a plan right now. Step one: open comic book store. Step two: start rumor this comic book store gives you genital warts."
2_242,2_242_u,1.0,"  Okay? Hi Emma, it's the year 2020. Are you still enjoying your nap?"
1_S11E04_347,1_S11E04_347_u,1.0,"  You know, studies have shown that people distracted by emotional issues are poor drivers. What about people distracted by irritating passengers?"
1_2837,1_2837_u,0.0,"  You'll never guess who they got to replace you at work. Okay, I know what you're doing. Really? Yes, you're using chocolates as positive reinforcement for what you consider correct behaviour. Very Good. - Chocolate? - No, I don't want any chocolate!"
1_S10E04_238,1_S10E04_238_u,0.0,"  Which side of the bed would you prefer? Doesn't matter to me. Your choice. No, no, we're living together now-- everything's equal. You know? I know that I have a tendency to be controlling, so I would rather you choose. Well, Sheldon, I really appreciate that, but these things mean more to you than they do to me, so whatever you want."
1_S12E07_264,1_S12E07_264_u,0.0,"  Ooh. Someone's making decisions. I'm reviewing these proposals. Yeah. 'Cause you're the boss man, telling people what's what. I like it. (whining): It's just so hard!"
1_S09E23_017,1_S09E23_017_u,1.0,"  that's a Venn Diagram, and I remember because I thought to myself, ""Venn is he gonna stop talking about this diagram?"""
2_191,2_191_u,0.0,"  No, no, you're right, it is a ridiculous name! It's not that bad. Yes it is! From now on, I have no first name. So, you're just Bing?"
1_S09E20_354,1_S09E20_354_u,1.0,"  Well, how much you got in there? $6,427.00 $47 once my nana's birthday check gets here. My god, leonard, do you know What I could do with that kind of money? No, I do, and that's why I hid it."
1_S10E09_324,1_S10E09_324_u,0.0,  Howard's dopey haircut? I think he looks cute. And I think you're cute. I think you're both cute. I think I hate all of you nerds.
2_11,2_11_u,1.0,  The only thing we have in common is under the sheets Whats under the sheets? His cappucino maker.
2_294,2_294_u,1.0,"  How do I look? Oh, um, I don't care!"
1_6183,1_6183_u,0.0,"  It is, isn't it? (gasps) Oh, bother. Isn't that just always the way? 
You go to staple something, and you're out of staples. Gosh, I wish I'd known that earlier today when I was at Staples. You have a thing of paper clips right there."
1_11928,1_11928_u,0.0,"  All right, Amy's in charge of pricing and being 75. Hey, Penny, can you give me a hand with this? Sure. Aw, we had one of these growing up. I used to play all the time. Oh, yeah? I love Ping-Pong. Oh, I meant beer pong. I had a table, too, but I didn't have any friends, so all I did was serve. You know, you can leave one side up and play against it. And if I had a friend, they might have told me that."
1_S12E06_111,1_S12E06_111_u,0.0,"  Ready to go? Hey, why aren't you in your costume? I just didn't feel like it. You get that I'm wearing a corset because of you, not because I'm tired of breathing?"
2_44,2_44_u,0.0,"  Very life-like and funny. Okay. Oh no-no-no, I wasn't waving at you lady. Whoa, maybe I was!"
1_1798,1_1798_u,1.0,"  You're kidding. You've got lotions and bath oils and soaps. That's the estrogen hat trick. What it is is a cacophonous assault of eucalyptus, bayberry, cinnamon and vanilla. It's as if my head were trapped in the pajamas of a sultan. If you don't like this stuff, let's go next door and build her a bear."
1_S11E23_048,1_S11E23_048_u,1.0,"  How many out-of-town guests are there gonna be? I'm actually not sure. Turns out Sheldon didn't invite his brother. Mm. Now it's starting to sound like a wedding. And his mom said she won't come if his brother's not there. Ooh, now it's starting to sound like a good wedding."
2_301,2_301_u,0.0,"  Hey! Hey! What are you guys doing up? Oh, we wanted to finish the crossword before we went to bed. Hey, do you know a six-letter word for red?"
1_1803,1_1803_u,1.0,"  Leonard. Come, join us. Hey, Dave.
And Penny, what a surprise. Dave was just showing me around the university. This place is unbelievable! I know, I've been offering to show you around for a year and a half. You always said you had yoga. I never said that. - Maybe I heard you wrong. A lot of words sound like ""yoga."""
1_8837,1_8837_u,0.0,"  Really? Yes. Huh. Yeah, I always took it literally. That's why I have never once moved my bowels in this or any restaurant. 
Hmm. I'm relieved that you don't have a problem with us working together. Not as relieved as I'm about to be. It's a brave new world, little lady."
1_S10E06_166,1_S10E06_166_u,0.0,  Never been on this side of the table before. I feel powerful. Really? I feel like I'm selling candy so our team can get new uniforms.
1_2420,1_2420_u,0.0,"  Or pick out his career for him without knowing his aptitude. Or pick out a new breakfast cereal without knowing his fiber requirements. Or his feelings about little marshmallows. Spider-Man. Get him Spider-Man. Amazing Spider-Man, Ultimate Spider-Man, Spectacular Spider-Man, The Marvelous Adventures of Spider-Man, Spider-Man 2099? Leonard You know this can go on all night. Why don't you just come with us?"
2_439,2_439_u,0.0,"  Y'know what I think it is? I think you've made such a nice home for her over the last nine months that she just doesn't want to leave. Oh. Look at you making up crap for me. Oh God! Twenty-one hours, you're a hero."
2_433,2_433_u,1.0,  Well cathy's last boyfriend was Joey. And you're afraid you wont be able to fill his shoes I was saying the actual words
1_S10E17_096,1_S10E17_096_u,1.0,"  You actually think penny will have fun at comic-con? No. Which will make me miserable, which is usually Sheldon's job."
1_S12E22_188,1_S12E22_188_u,1.0,"  So she's staying in London? What does that mean for your relationship? It's great. I can see why she would say that, but why do you?"
2_254,2_254_u,1.0,"  Yeah. I go see my doctor tomorrow, I'll ask her about this. Maybe she can give me a pill or something. Yeah. Yeah, that's what you need a good .. pill."
1_S12E08_006,1_S12E08_006_u,0.0,"  Hey, you guys have any plans for Valentine's Day? Three months from now? No. - What? No? - I mean, secret romantic plans that would be ruined if I told you. Oh. What's going on, Raj? Well, how would you guys feel about going to India for my wedding?"
1_S10E05_120,1_S10E05_120_u,0.0,  But it's our last chance to take a vacation that's just the two of us. How 'bout we stay here? We don't even have to tell anyone. It'll be like a secret vacation at home.
1_S12E09_175,1_S12E09_175_u,0.0,"  (gunfire sound effects) Hey, ready for lunch? Hang on. Really, video games? Is this some sort of Freaky Friday thing where you're actually Howard? Please, if I were Howard, I'd be doing this. You know what? He's not wrong. All right, great, can we go?"
1_5953,1_5953_u,0.0,"  because you no longer wear underpants. The dice giveth and the dice taketh away. Is Raj out with Emily again? Yeah, every night for the last month. Wow, can't believe he has a girlfriend. Me neither. Here's some other fun news on the Raj/Emily front. He gave her a pair of diamond earrings and leased her a car."
1_3660,1_3660_u,1.0,"  Leonard, what do the two of you talk about after the coitus? My guess is, ""Hey, four minutes! New record!"" That's why I'm the funny one. Anyway, we followed the guy to this garage sale, and they had the coolest stuff. They were closing up. We got this whole box for 60 bucks. We didn't even get to go through it all. There could be anything in here. There a new girlfriend in there? 'Cause you might need one."
1_S11E03_220,1_S11E03_220_u,0.0,"  What are you listening to? Nothing. Oh, come on, I want to hear. We don't need GPS. Let's just see where the road takes us. I see why you turned it off. That guy sounds like an idiot. Honey, that's you."
3_S02E02_081,3_S02E02_081_u,1.0,"  Things are just really different at Raviga, and I had nothing to do with the decision. Guys, I'm so, so sorry. Wait, so the company that offered us the most until Richard talked them into offering us the least is now offering us nothing? But the fact that you're so sorry makes it all better."
1_S12E17_085,1_S12E17_085_u,1.0,"  Wow. That's a lot of luggage for a weekend. (groans) I know. I didn't know what to wear, so I brought a few options. Was one of the options the option to never come back?"
1_1638,1_1638_u,1.0,"  What, Sheldon? What, Sheldon?! What, Sheldon?! Tell me what you see here. The blunt instrument that will be the focus of my murder trial?"
2_337,2_337_u,0.0,"  How many times have I told you guys, you never waych cooking channel Hi Chandler. Hey! Uh, listen, I need that broiling pan that Joey borrowed the other day."
1_S10E04_361,1_S10E04_361_u,0.0,"  Okay, you're positive you want to know? Yes. Okay. Here we go. It's ringing. (ringtone playing) Hello? Wait. Wrong number."
1_S09E03_476,1_S09E03_476_u,0.0,  What... What are you doing back? We got a flat and couldn't get the tire off.
3_S02E10_133,3_S02E10_133_u,1.0,"   Hey, Gilfoyle, we're up to 50,000 views. Whoa, it is, like, 500 degrees in here. Yeah. Anton is really starting to sweat. Yeah, I still can't believe you gave the servers a man's name. Sorry, I couldn't remember your mother's name."
2_615,2_615_u,0.0,"  Oh, uh, I... don't... care. Ok, now, remember, no trading. You get the pretty one, I get the mess. Hi, Joey. Well well, look what you brought. Very nice."
1_11236,1_11236_u,0.0,"  Wow. I don't know which hurts worse-- my nose or my heart. Well, I'm done speaking to you. Don't be like that. You two need to talk this out. Yeah, 'cause you sound really funny. Sheldon, I'm sorry I didn't tell you about the surgery, but you were worried about nothing. Oh, you're hardly out of the woods, no. You still run the risk of infection, a blood clot, the possibility that an inattentive surgeon let a barn spider lay eggs in your nose."
1_S09E03_359,1_S09E03_359_u,0.0,"  All we need is to find stuff to make a ""leever"" big enough to fix this. Exactly. I'll bet there's something around here that could be a ""lehver."""
